cao_number;id;ingangsdatum;expiratiedatum;datum_kennisgeving;pdf_name;page_name;main_link_url
3233;3233007;01-01-2022;31-12-2023;24-01-2022;Offshorecatering cao 2022-2023.pdf;3233 - OFFSHORE CATERING - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 24-01-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=26172&mSelod=736234
3233;3233008;01-01-2024;31-12-2024;21-12-2023;Cao offshorecatering 2024.pdf;3233 - OFFSHORE CATERING - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 21-12-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=40683&mSelod=736234
3233;3233009;01-01-2025;31-12-2025;21-01-2025;Cao offshorecatering 2025 versie 13-1-2025.pdf;3233 - OFFSHORE CATERING - 01-01-2025 - 31-12-2025 - Regulier - kvo datum - 21-01-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=46221&mSelod=736234
3233;3233010;01-07-2017;30-06-2019;09-08-2017;offshorecatering_cao_2017_2019_obv_1681086.pdf;3233 - OFFSHORE CATERING - 01-07-2017 - 30-06-2019 - Regulier - kvo datum - 09-08-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10899&mSelod=736234
3233;3233011;01-07-2017;30-06-2019;29-08-2017;offshorecatering_cao_na_ttw.pdf;3233 - OFFSHORE CATERING - 01-07-2017 - 30-06-2019 - Regulier - kvo datum - 29-08-2017 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10900&mSelod=736234
3233;3233012;01-07-2019;31-12-2019;09-04-2019;offshorecatering cao 2019.pdf .pdf;3233 - OFFSHORE CATERING - 01-07-2019 - 31-12-2019 - Regulier - kvo datum - 09-04-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=13800&mSelod=736234
3233;3233013;01-11-2014;31-12-2015;06-05-2015;cao_2014_2015_offshore_catering.pdf;3233 - OFFSHORE CATERING - 01-11-2014 - 31-12-2015 - Regulier - kvo datum - 06-05-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10896&mSelod=736234
3233;3233014;01-11-2014;31-12-2015;30-06-2015;cao_incl_ttw_2014_2015_offshore_catering.pdf;3233 - OFFSHORE CATERING - 01-11-2014 - 31-12-2015 - Regulier - kvo datum - 30-06-2015 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=10897&mSelod=736234
3233;3233015;06-05-2019;31-12-2019;06-05-2019;offshorecatering TTW cao 2019 ivm bijlage 5.docx .pdf;3233 - OFFSHORE CATERING - 06-05-2019 - 31-12-2019 - Regulier - kvo datum - 06-05-2019 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=14125&mSelod=736234
1537;1537001;01-01-2011;31-12-2012;06-12-2011;AWVN__500669_v1_CAO_voor_het_Omroeppersoneel_11_12.pdf;1537 - OMROEPPERSONEEL - 01-01-2011 - 31-12-2012 - Regulier - kvo datum - 06-12-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9313&mSelod=736251
1537;1537002;01-01-2013;31-12-2014;06-11-2014;CAO_Omroeppersoneel_2013___2014.pdf;1537 - OMROEPPERSONEEL - 01-01-2013 - 31-12-2014 - Regulier - kvo datum - 06-11-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9314&mSelod=736251
1537;1537003;01-01-2015;31-12-2016;04-01-2016;CAO_voor_het_Omroeppersoneel_2015___2016_def.pdf;1537 - OMROEPPERSONEEL - 01-01-2015 - 31-12-2016 - Regulier - kvo datum - 04-01-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9315&mSelod=736251
1537;1537004;01-01-2017;31-12-2018;26-04-2018;CAO_voor_het_Omroeppersoneel_2017_2018_def.pdf;1537 - OMROEPPERSONEEL - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 26-04-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9316&mSelod=736251
1537;1537005;01-01-2017;31-12-2018;26-06-2018;NPO_TTW_cao_2017___2018_def.pdf;1537 - OMROEPPERSONEEL - 01-01-2017 - 31-12-2018 - Regulier - kvo datum - 26-06-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9317&mSelod=736251
1537;1537006;01-01-2019;31-12-2021;05-03-2021;NPO CAO 2019-2021.pdf;1537 - OMROEPPERSONEEL - 01-01-2019 - 31-12-2021 - Regulier - kvo datum - 05-03-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=22176&mSelod=736251
1537;1537007;01-01-2019;31-12-2021;22-11-2021;NPO TTW 2019-2021.pdf;1537 - OMROEPPERSONEEL - 01-01-2019 - 31-12-2021 - Regulier - kvo datum - 22-11-2021 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=23848&mSelod=736251
1537;1537008;01-01-2019;31-12-2021;29-11-2021;NPO CAO 2019-2021_1.pdf;1537 - OMROEPPERSONEEL - 01-01-2019 - 31-12-2021 - Regulier - kvo datum - 29-11-2021 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=24230&mSelod=736251
1537;1537009;01-01-2022;31-12-2023;28-06-2022;NPO CAO 2022-2023.pdf;1537 - OMROEPPERSONEEL - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 28-06-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30387&mSelod=736251
1537;1537010;01-01-2024;31-12-2024;06-11-2023;CAO 2024 NPO DEF. 31-10 2023.pdf;1537 - OMROEPPERSONEEL - 01-01-2024 - 31-12-2024 - Regulier - kvo datum - 06-11-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=39388&mSelod=736251
1537;1537011;01-01-2025;31-12-2026;14-07-2025;CAO 2025 - 2026.pdf;1537 - OMROEPPERSONEEL - 01-01-2025 - 31-12-2026 - Regulier - kvo datum - 14-07-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=49554&mSelod=736251
1535;1535001;01-01-2013;31-12-2013;24-10-2013;Cao_OI_2010_2012_definitieve_versie_cao_tekst.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2013 - 31-12-2013 - Regulier - kvo datum - 24-10-2013;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9308&mSelod=736263
1535;1535002;01-01-2015;31-12-2015;24-03-2015;Cao_OI_2015_def.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2015 - 31-12-2015 - Regulier - kvo datum - 24-03-2015;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9309&mSelod=736263
1535;1535003;01-01-2016;31-12-2016;25-02-2016;Cao_OI_2016.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2016 - 31-12-2016 - Regulier - kvo datum - 25-02-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9310&mSelod=736263
1535;1535004;01-01-2017;31-12-2017;01-05-2017;Cao_OI_2017def_24_maart_2017.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2017 - 31-12-2017 - Regulier - kvo datum - 01-05-2017;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9311&mSelod=736263
1535;1535005;01-01-2018;31-12-2019;11-06-2018;Cao_OI_2018_2019_def.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2018 - 31-12-2019 - Regulier - kvo datum - 11-06-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9312&mSelod=736263
1535;1535006;01-01-2020;31-12-2020;22-06-2020;Cao 2020.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2020 - 31-12-2020 - Regulier - kvo datum - 22-06-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16707&mSelod=736263
1535;1535007;01-01-2021;31-12-2021;31-05-2021;Cao-OI 2021 def.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2021 - 31-12-2021 - Regulier - kvo datum - 31-05-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=22777&mSelod=736263
1535;1535008;01-01-2022;30-06-2023;22-08-2022;Cao 2022-2023 def.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-01-2022 - 30-06-2023 - Regulier - kvo datum - 22-08-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30985&mSelod=736263
1535;1535009;01-07-2010;31-12-2012;11-09-2012;CaoOI20102012.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-07-2010 - 31-12-2012 - Regulier - kvo datum - 11-09-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9307&mSelod=736263
1535;1535010;01-07-2023;30-06-2024;05-09-2023;Cao 2023-2024.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-07-2023 - 30-06-2024 - Regulier - kvo datum - 05-09-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=38521&mSelod=736263
1535;1535011;01-07-2023;30-06-2024;22-12-2023;Cao 2023-2024_2.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-07-2023 - 30-06-2024 - Regulier - kvo datum - 22-12-2023 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=40740&mSelod=736263
1535;1535012;01-07-2024;30-09-2025;18-07-2024;Cao-OI 2024-2025.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 01-07-2024 - 30-09-2025 - Regulier - kvo datum - 18-07-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43310&mSelod=736263
1535;1535013;31-12-2019;31-12-2020;18-12-2019;19-52 Cao-OI 2019-2020 Wnra proof.pdf;1535 - ONDERZOEKINSTELLINGEN CAO - 31-12-2019 - 31-12-2020 - Regulier - kvo datum - 18-12-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15487&mSelod=736263
4171;4171001;01-01-2021;31-12-2022;21-04-2021;CAO onwerkbaar weer BIKUDAK 2021 - 2022_ttw_april_2021 integraal.pdf;4171 - ONWERKBAAR WEER VOOR DE BITUMINEUZE EN KUNSTSTOF DAKBEDEKKINGSBEDRIJVEN - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 21-04-2021 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=22624&mSelod=736275
4171;4171002;01-01-2021;31-12-2022;21-12-2020;CAO Onwerkbaar weer BIKUDAK 2021 - 2022_def.docx.pdf;4171 - ONWERKBAAR WEER VOOR DE BITUMINEUZE EN KUNSTSTOF DAKBEDEKKINGSBEDRIJVEN - 01-01-2021 - 31-12-2022 - Regulier - kvo datum - 21-12-2020;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=21141&mSelod=736275
4171;4171003;01-01-2023;31-12-2024;21-11-2022;CAO onwerkbaar weer BIKUDAK 2023 - 2024_integraal.pdf;4171 - ONWERKBAAR WEER VOOR DE BITUMINEUZE EN KUNSTSTOF DAKBEDEKKINGSBEDRIJVEN - 01-01-2023 - 31-12-2024 - Overige - kvo datum - 21-11-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31811&mSelod=736275
4171;4171004;01-01-2023;31-12-2024;06-12-2022;CAO onwerkbaar weer BIKUDAK 2023 - 2024_ttw_dec_integraal.pdf;4171 - ONWERKBAAR WEER VOOR DE BITUMINEUZE EN KUNSTSTOF DAKBEDEKKINGSBEDRIJVEN - 01-01-2023 - 31-12-2024 - Regulier - kvo datum - 06-12-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31916&mSelod=736275
4171;4171005;01-01-2025;31-12-2026;06-05-2025;CAO__Onwerkbaar weer_BIKUDAK 2025-2026_integraal schoon.pdf;4171 - ONWERKBAAR WEER VOOR DE BITUMINEUZE EN KUNSTSTOF DAKBEDEKKINGSBEDRIJVEN - 01-01-2025 - 31-12-2026 - Regulier - kvo datum - 06-05-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=47971&mSelod=736275
314;314001;01-01-2014;31-12-2014;18-12-2014;CAO_OP_2014.pdf;314 - OPINIEWEEKBLADJOURNALISTEN - 01-01-2014 - 31-12-2014 - Regulier - kvo datum - 18-12-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7116&mSelod=736280
314;314002;01-04-2011;31-03-2013;30-03-2012;Opinieweekblad_314.pdf;314 - OPINIEWEEKBLADJOURNALISTEN - 01-04-2011 - 31-03-2013 - Regulier - kvo datum - 30-03-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7114&mSelod=736280
314;314003;01-04-2013;31-12-2013;28-10-2013;CAO_OP_2013_v1_2__geschoond_.pdf;314 - OPINIEWEEKBLADJOURNALISTEN - 01-04-2013 - 31-12-2013 - Regulier - kvo datum - 28-10-2013;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7115&mSelod=736280
171;171001;01-01-2011;31-12-2012;21-03-2012;cao_orsima_2011_2012__definitief.pdf;171 - ORSIMA - 01-01-2011 - 31-12-2012 - Regulier - kvo datum - 21-03-2012;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7193&mSelod=736302
171;171002;01-01-2013;31-12-2013;02-10-2013;cao_orsima_2013_def_incl_aanpassing_werkingssfeer.pdf;171 - ORSIMA - 01-01-2013 - 31-12-2013 - Regulier - kvo datum - 02-10-2013 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7195&mSelod=736302
171;171003;01-01-2013;31-12-2013;16-07-2013;cao_orsima_2013_definitief.pdf;171 - ORSIMA - 01-01-2013 - 31-12-2013 - Regulier - kvo datum - 16-07-2013;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7194&mSelod=736302
171;171004;01-01-2013;31-12-2013;28-10-2013;cao_orsima_2013_def_incl_nwe_werkingssfeer_art1_5.pdf;171 - ORSIMA - 01-01-2013 - 31-12-2013 - Regulier - kvo datum - 28-10-2013 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7196&mSelod=736302
171;171005;01-01-2014;31-12-2015;27-06-2014;cao_orsima_2014_2015_definitief.pdf;171 - ORSIMA - 01-01-2014 - 31-12-2015 - Regulier - kvo datum - 27-06-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7197&mSelod=736302
171;171006;01-01-2016;31-12-2017;06-07-2016;cao_orsima_2016_2017.pdf;171 - ORSIMA - 01-01-2016 - 31-12-2017 - Regulier - kvo datum - 06-07-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7199&mSelod=736302
171;171007;01-01-2018;31-03-2020;18-12-2018;cao_orsima_2018_2020_definitief_13122018.pdf;171 - ORSIMA - 01-01-2018 - 31-03-2020 - Regulier - kvo datum - 18-12-2018 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7201&mSelod=736302
171;171008;01-01-2018;31-03-2020;30-10-2018;cao_orsima_2018_2020_definitief.pdf;171 - ORSIMA - 01-01-2018 - 31-03-2020 - Regulier - kvo datum - 30-10-2018;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7200&mSelod=736302
171;171009;01-03-2019;31-03-2020;15-04-2019;cao orsima 2018-2020 definitief april 2019, nieuw loongebouw.docx .pdf;171 - ORSIMA - 01-03-2019 - 31-03-2020 - Regulier - kvo datum - 15-04-2019 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=13978&mSelod=736302
171;171010;01-03-2025;30-04-2026;14-07-2025;Orsima Cao 1 maart 2025 - 30 april 2026.pdf;171 - ORSIMA - 01-03-2025 - 30-04-2026 - Regulier - kvo datum - 14-07-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=49555&mSelod=736302
171;171011;01-03-2025;30-04-2026;22-08-2025;Orsima Cao 1 maart 2025 - 30 april 2026 v. 18-08-2025.pdf;171 - ORSIMA - 01-03-2025 - 30-04-2026 - Regulier - kvo datum - 22-08-2025 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=50901&mSelod=736302
171;171012;01-04-2020;30-09-2021;19-01-2021;Definitief cao 1 april 2020 - 30 september 2021.docx.pdf;171 - ORSIMA - 01-04-2020 - 30-09-2021 - Regulier - kvo datum - 19-01-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=21493&mSelod=736302
171;171013;01-04-2024;28-02-2025;05-06-2024;Cao 1 april 2024 - 28 februari 2025 definitief.pdf;171 - ORSIMA - 01-04-2024 - 28-02-2025 - Regulier - kvo datum - 05-06-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42892&mSelod=736302
171;171014;01-04-2024;28-02-2025;29-07-2024;Cao 1 april 2024 - 28 februari 2025 definitief 29072024.pdf;171 - ORSIMA - 01-04-2024 - 28-02-2025 - Regulier - kvo datum - 29-07-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43405&mSelod=736302
171;171015;01-10-2022;31-03-2024;23-12-2022;cao Orsima 1 oktober 2022 - 1 april 2024, definitief.pdf;171 - ORSIMA - 01-10-2022 - 31-03-2024 - Regulier - kvo datum - 23-12-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=32711&mSelod=736302
558;558001;01-02-2010;31-07-2013;10-04-2013;20130222_CAO_Papiergroothandel_2010___2013.pdf;558 - PAPIERGROOTHANDEL IN NEDERLAND - 01-02-2010 - 31-07-2013 - Regulier - kvo datum - 10-04-2013;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7687&mSelod=736334
140;140001;01-01-2014;31-12-2015;02-06-2014;CAO_parketvloerenondernemingen.pdf;140 - PARKETVLOERENONDERNEMINGEN - 01-01-2014 - 31-12-2015 - Regulier - kvo datum - 02-06-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7560&mSelod=736343
140;140002;01-01-2016;31-12-2017;08-11-2016;CAO_parket_doorlopende_tekst.pdf;140 - PARKETVLOERENONDERNEMINGEN - 01-01-2016 - 31-12-2017 - Regulier - kvo datum - 08-11-2016;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=7561&mSelod=736343
4263;4263001;01-07-2022;30-06-2025;12-09-2023;Cao passagiers- en bagageafhandeling met handboek versie 4-9-2023 def.pdf;4263 - PASSAGIERS- EN BAGAGEAFHANDELING LUCHTVAART SECTORCAO - 01-07-2022 - 30-06-2025 - Regulier - kvo datum - 12-09-2023 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=38584&mSelod=736347
4263;4263002;01-07-2022;30-06-2025;17-07-2023;Cao passagiers- en bagageafhandeling met handboek na ttw versie 4-7-2023.pdf;4263 - PASSAGIERS- EN BAGAGEAFHANDELING LUCHTVAART SECTORCAO - 01-07-2022 - 30-06-2025 - Regulier - kvo datum - 17-07-2023;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=37652&mSelod=736347
4263;4263003;01-07-2022;30-06-2025;22-01-2024;Cao na ttw per 1-1-2024 Cao passagiers- en bagageafhandeling met handboek versie 18-1-2024.pdf;4263 - PASSAGIERS- EN BAGAGEAFHANDELING LUCHTVAART SECTORCAO - 01-07-2022 - 30-06-2025 - Regulier - kvo datum - 22-01-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41432&mSelod=736347
4263;4263004;01-07-2022;30-06-2025;26-07-2022;WPBL passagiers- en bagageafhandeling 2022-2025.pdf;4263 - PASSAGIERS- EN BAGAGEAFHANDELING LUCHTVAART SECTORCAO - 01-07-2022 - 30-06-2025 - Regulier - kvo datum - 26-07-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30682&mSelod=736347
4000;4000001;01-03-2018;01-10-2022;10-06-2020;20200610_paww_cao_sector_3no_02A.docx.pdf;4000 - PAWW SECTOR BOUW SECTOR 3 No. 02 - 01-03-2018 - 01-10-2022 - Regulier - kvo datum - 10-06-2020 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=16665&mSelod=736349
4000;4000002;01-10-2022;01-10-2027;02-09-2022;01092022_cao_PAWW_Bouw_3no_02.pdf;4000 - PAWW SECTOR BOUW SECTOR 3 No. 02 - 01-10-2022 - 01-10-2027 - Sociaal Fonds - kvo datum - 02-09-2022 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31103&mSelod=736349
4000;4000003;01-10-2022;01-10-2027;06-02-2024;A.05022024_cao_PAWW_Bouw_3no_02 A.pdf;4000 - PAWW SECTOR BOUW SECTOR 3 No. 02 - 01-10-2022 - 01-10-2027 - Sociaal Fonds - kvo datum - 06-02-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=41672&mSelod=736349
4000;4000004;01-10-2022;01-10-2027;14-03-2024;A.08032024_cao_PAWW_Bouw_3no_02A.pdf;4000 - PAWW SECTOR BOUW SECTOR 3 No. 02 - 01-10-2022 - 01-10-2027 - Sociaal Fonds - kvo datum - 14-03-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=42151&mSelod=736349
4000;4000005;01-10-2022;01-10-2027;22-08-2022;18082022_cao_PAWW_Bouw_3no_02.pdf;4000 - PAWW SECTOR BOUW SECTOR 3 No. 02 - 01-10-2022 - 01-10-2027 - Sociaal Fonds - kvo datum - 22-08-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=30991&mSelod=736349
3109;3109001;01-01-2014;31-12-2016;26-09-2014;CAO_Postverspreiders_2014_2016__getekende_versie_.pdf;3109 - POSTVERSPREIDERS - 01-01-2014 - 31-12-2016 - Regulier - kvo datum - 26-09-2014;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=11129&mSelod=736478
3109;3109002;01-04-2009;30-09-2012;03-11-2009;cao 2009 - 2012 versie 2 definitief.pdf;3109 - POSTVERSPREIDERS - 01-04-2009 - 30-09-2012 - Regulier - kvo datum - 03-11-2009;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=11127&mSelod=736478
3109;3109003;01-04-2011;31-12-2013;27-09-2011;cao_2011___2013_definitief.pdf;3109 - POSTVERSPREIDERS - 01-04-2011 - 31-12-2013 - Regulier - kvo datum - 27-09-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=11128&mSelod=736478
1637;1637001;01-01-2020;31-12-2020;18-12-2019;Aanmelding Cao Provinciale Sector_CAO 2020.pdf;1637 - PROVINCIALE SECTOR - 01-01-2020 - 31-12-2020 - Regulier - kvo datum - 18-12-2019;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=15491&mSelod=736526
1637;1637002;01-01-2021;31-12-2021;28-10-2021;Cao Provinciale Sector_CAO 2021 - versie aanmelding cao.pdf;1637 - PROVINCIALE SECTOR - 01-01-2021 - 31-12-2021 - Regulier - kvo datum - 28-10-2021;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=23508&mSelod=736526
1637;1637003;01-01-2022;31-12-2023;10-11-2022;Cao Provinciale Sector_CAO 2022 - versie aanmelding cao.pdf;1637 - PROVINCIALE SECTOR - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 10-11-2022;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=31698&mSelod=736526
1637;1637004;01-01-2022;31-12-2023;29-06-2023;Cao Provinciale Sector_CAO 2022 - versie aanmelding cao na 30-3.pdf;1637 - PROVINCIALE SECTOR - 01-01-2022 - 31-12-2023 - Regulier - kvo datum - 29-06-2023 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=37234&mSelod=736526
1637;1637005;01-01-2024;31-12-2025;06-11-2024;cao provinciale sector 2024-2025 versie tussentijdse wijzigiging met wijz zichtbaar.pdf;1637 - PROVINCIALE SECTOR - 01-01-2024 - 31-12-2025 - Regulier - kvo datum - 06-11-2024 - TTW;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=44607&mSelod=736526
1637;1637006;01-01-2024;31-12-2025;27-06-2024;cao provinciale sector 2024-2025 def.pdf;1637 - PROVINCIALE SECTOR - 01-01-2024 - 31-12-2025 - Regulier - kvo datum - 27-06-2024;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=43137&mSelod=736526
1637;1637007;01-07-2025;30-06-2026;25-06-2025;Cao provinciale sector 2025-2026.pdf;1637 - PROVINCIALE SECTOR - 01-07-2025 - 30-06-2026 - Regulier - kvo datum - 25-06-2025;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=48923&mSelod=736526
2018;2018001;01-04-2010;31-03-2011;12-10-2011;cao__sept_nieuw_1_april_2010.pdf;2018 - PUBLIEKRECHTELIJKE BEDRIJFSORGANISATIE - 01-04-2010 - 31-03-2011 - Regulier - kvo datum - 12-10-2011;https://www.uitvoeringarbeidsvoorwaardenwetgeving.nl/mozard/!suite92.scherm1007?mObj=9995&mSelod=736532
